ID Number,Number,Image,Topic,Reading,Front,Back,
6325,809,,Fixed Income Investments,63,What S&P ratings are used to describe investment grade bonds?,"AAA, AA, A, and BBB ratings.",EndOfLine
6326,810,,Fixed Income Investments,63,What S&P ratings are used to describe non-investment grade bonds?,Ratings below BBB.,EndOfLine
6327,811,,Fixed Income Investments,63,How does an embedded call option affect the price of a bond as interest rates change?,"Everything else held constant, the price of a bond with an embedded call option will fluctuate less than that of an option-free bond, as interest rates change. This is because the price of the embedded call option changes in a way that counteracts the price changes of an option-free bond.",EndOfLine
6400,812,,Fixed Income Investments,64,What are the distribution methods for government securities?,"A country has both an internal and external bond market. The internal bond market is composed of a domestic and foreign bond market, for selling bonds that are issued by domestic and foreign firms in the domestic currency. The external market is for certain syndicates to sell bonds (called Eurobonds) in an unregistered form, based in any currency.",EndOfLine
6401,813,,Fixed Income Investments,64,What are the types of securities issued by the U.S. Department of Treasury?,1. Bills NLN2. Notes NLN3. Bonds NLN4. Inflation protected securities,EndOfLine
6402,814,,Fixed Income Investments,64,What is the difference between on-the-run and off-the-run Treasury securities?,On-the-run treasuries are those most recently issued by the U.S. Treasury. All older issues are off-the-run treasuries.,EndOfLine
6403,815,,Fixed Income Investments,64,How are stripped Treasury securities created?,"Each of the separate cash flows of a U.S. treasury bond is packaged into its own instrument, acting like a zero-coupon bond.",EndOfLine
6404,816,,Fixed Income Investments,64,What is the principal strip of a U.S. treasury bond?,"This is the principal amount of a U.S. treasury bond, sold as an individual instrument, separate of the coupon payments that were part of the original security.",EndOfLine
6405,817,,Fixed Income Investments,64,Describe a mortgage-backed security.,"This is an asset-backed security that represents a claim on the cash flows of mortgage loans, typically ones on residential properties.",EndOfLine
6406,818,,Fixed Income Investments,64,What is a collateralized mortgage obligation?,"This is a financial debt vehicle, or a special purpose entity (SPE), that packages mortgage loans into tranches that dictate how the cash flows, principal, and interest payments are distributed to investors. ",EndOfLine
6407,819,,Fixed Income Investments,64,What is the motivation for creating a collateralized mortgage obligation?,A collateralized mortgage obligation is used to spread out prepayment  and credit risk into tiers suitable to investors of different risk aversions.,EndOfLine
6408,820,,Fixed Income Investments,64,What is the difference between tax-backed debt and revenue bonds (in regards to securities issued by municipalities)?,"Tax-backed debt is issued by municipalities and government agencies, and it is secured by some form of tax revenue. Revenue bonds are issued specifically to finance enterprises or projects whose revenue is paid to investors. Revenue bonds can be issued without voter approval. One example of revenue bonds are those used to finance the construction of a toll-way or revenue-earning public utilities.",EndOfLine
6409,821,,Fixed Income Investments,64,What are the types of securities issued by corporations?,1. Corporate bonds NLN2. Medium-term notes NLN3. Structured notes NLN4. Commercial paper NLN5. Negotiable CDs NLN6. Bankers' acceptances,EndOfLine
6410,822,,Fixed Income Investments,64,What is the motivation for using corporate bonds to fund corporate debt?,This is a bond issued by a corporation so that it can fund its expansion. Maturities of these bonds are typically at least a year.,EndOfLine
6411,823,,Fixed Income Investments,64,What is the motivation for using medium-term notes to fund corporate debt?,This is a debt instrument with a maturity of 1 to 50 years (typically 5-10) that a firm can issue on a regular and continuous basis without producing the full suite of legal documents required of other new issue notes.,EndOfLine
6412,824,,Fixed Income Investments,64,What is commercial paper?,"This is a promissory note with a fixed maturity of 1 to 270 days, issued by large banks and corporations to meet short term debt obligations (such as payroll). It is not backed by collateral, so only firms with excellent credit ratings are able to sell their paper at a reasonable price. ",EndOfLine
6413,825,,Fixed Income Investments,64,What is the motivation for using negotiable CD's to fund corporate debt?,"This is a CD that can be traded in the open market prior to maturity, and they are usually issued in denominations of $1 million or more.",EndOfLine
6414,826,,Fixed Income Investments,64,What is the motivation for using bankers acceptances to fund corporate debt?,"This is a financial instrument that makes a money obligation the responsibility of the bank. It is used to secure payment in a transaction, when money is not expected to change hands until some time after the goods have been transferred, thus providing a de facto guarantee of payment.",EndOfLine
6415,827,,Fixed Income Investments,64,What is an asset-backed security?,"This is a security whose value and income payments are secured by a pool of underlying, usually illiquid assets. Such assets include: auto loans, consumer loans, commercial assets, credit card receivables, home equity loans, and others. ",EndOfLine
6416,828,,Fixed Income Investments,64,What is the role of a special purpose vehicle (SPV) in an asset-backed security's transaction?,"This is an entity created to isolate a firm from certain financial risk when issuing collateralized debt. The firm transfers the assets to the entity for management and to be collateral for a debt issue, the funds of which will be used to finance projects within the parent firm. Because the entity is legally independent of its parent, it does not face the business risk (such as the risk of bankruptcy) and high interest rates borne by that firm.",EndOfLine
6417,829,,Fixed Income Investments,64,What is the motivation for issuing an asset-backed security?,To obtain financing at a higher credit rating than the one currently facing the firm.,EndOfLine
6418,830,,Fixed Income Investments,64,What types of external credit enhancements are there for asset-backed securities?,The most common tools used to enhance the credit ratings of asset-backed securities are: NLN1. A corporate guarantee NLN2. A letter of credit NLN3. Bond insurance,EndOfLine
6419,831,,Fixed Income Investments,64,What is a collateralized debt obligation (CDO)?,This is a type of structured asset-backed security whose value and payments are backed by a diversified portfolio of fixed-income assets.,EndOfLine
6420,832,,Fixed Income Investments,64,What is a mortgage pass-through security?,This is a mortgage-backed security where the cash flows are distributed to investors on a pro rata basis.,EndOfLine
6420,833,,Fixed Income Investments,64,What is a certificate of deposit?,"This is an instrument issued by banks to depositors, acknowledging the deposit and the payments to be made at maturity based on a specified interest rate.",EndOfLine
6421,834,,Fixed Income Investments,64,What is a Eurobond?,"This is a bond that is sold in the external bond market and classified by the currency it is issued in. For example, a Eurobond denominated in U.S. dollars is called a Eurodollar bond.",EndOfLine
6422,835,,Fixed Income Investments,64,What are treasury bills?,Treasury bills mature in one year or less paying principle at maturity like a zero-coupon bond. They are sold at a discount of the par value to create a positive yield to maturity.,EndOfLine
6423,836,,Fixed Income Investments,64,What are treasury notes?,These issues have maturities of 1 to 10 years. They are coupon-paying and sold at approximately par value.,EndOfLine
6424,837,,Fixed Income Investments,64,What are treasury bonds?,These are coupon-paying government issues with maturities greater than 10 years. ,EndOfLine
6500,838,,Fixed Income Investments,65,What is the pure expectations theory behind the term structure of interest rates?,"Also called the market expectations hypothesis, it assumes that people are indifferent to the different maturities because the yield curve is shaped to model market participants' expectations of future interest rates.",EndOfLine
6501,839,,Fixed Income Investments,65,What are the basic theories of the term structure of interest rates?,The three main theories explaining the term structure of interest rates are: NLN1. The pure expectations theory (unbiased expectations theory) NLN2. The liquidity preference theory NLN3. The market segmentation theory,EndOfLine
6502,840,,Fixed Income Investments,65,What is a spot rate?,The spot rate is the yield on a zero-coupon security of a specified maturity.,EndOfLine
6503,841,,Fixed Income Investments,65,What is an absolute yield spread?,This is the difference between the yield on two bonds.,EndOfLine
6504,842,,Fixed Income Investments,65,What is a credit spread?,This is the spread between non-Treasury securities and Treasury securities that are identical except for their credit ratings.,EndOfLine
6505,843,,Fixed Income Investments,65,What is the suggested relation between credit spreads and the well being of the economy?,"As the economy contracts, credit spreads increase because corporations have to provide further incentive for investors to buy their notes even though the outlook is bad and revenue/cash flows needed to service debt will deteriorate.",EndOfLine
6506,844,,Fixed Income Investments,65,How do embedded options affect yield spreads?,"Securities with embedded options beneficial to the issuer will required larger yield spreads over comparable, non-callable, Treasury securities.",EndOfLine
6507,845,,Fixed Income Investments,65,How do you compute the after-tax yield of a taxable security?,After-tax yield = pre-tax yield X (1-marginal tax rate),EndOfLine
6508,846,,Fixed Income Investments,65,How do you compute the tax-equivalent yield of a tax-exempt security?,Taxable-equivalent yield = tax-exempt yield / (1-marginal tax rate),EndOfLine
6510,847,,Fixed Income Investments,65,What is a relative yield spread?,This is the difference in yields as a percentage of a benchmark yield.,EndOfLine
6511,848,,Fixed Income Investments,65,What is the liquidity preference theory behind the term structure of interest rates?,"This is the theory that long-term interest rates reflect both investors' assumptions about future interest rates and a premium for holding long-term bonds, because of the liquidity risk and the fact that investors have their money tied up for a longer period of time.",EndOfLine
6512,849,,Fixed Income Investments,65,What is the market segmentation theory behind the term structure of interest rates?,"This is the theory that financial instruments of different maturities are not perfect substitutes, that investors have a preference for short-term or long-term instruments.",EndOfLine
6513,850,,Fixed Income Investments,65,Do treasury bonds have reinvestment risk or prepayment risk?,"They have reinvestment risk. Although they are not callable, treasury bonds pay coupons which have to be reinvested at an interest rate equal to the original yield.",EndOfLine
6600,851,,Fixed Income Investments,66,"What does the central bank hope to achieve by manipulating short-term interest rates, systemic behavior, and market expectations?",The goal of the central bank is to control the rate of inflation.,EndOfLine
6601,852,,Fixed Income Investments,66,Why is it important that the central bank communicate effectively with the financial markets?,"This is necessary in order for market participants to fully understand the strategy of monetary policy and the central bank's outlook on economic conditions, plus it allows the markets to track the reliability and effectiveness of the central bank at achieving its goals over time. This transparency will give monetary policy more credibility and influence.",EndOfLine
6603,853,,Fixed Income Investments,66,What are the essential characteristics of a successful monetary policy?,1. Predictability NLN2. Credibility NLN3. Transparency,EndOfLine
6700,854,,Fixed Income Investments,67,How do you calculate the accrued interest since the last coupon payment?,Accrued interest (AI) = coupon payment X (days in AI period / days between coupon payments),EndOfLine
6701,855,,Fixed Income Investments,67,For what type of bonds is it difficult to estimate expected cash flows? Why?,It is hard to estimate future cash flows for securities whose coupons can be adjusted or whose coupon rates are reset depending on some benchmark interest rate.,EndOfLine
6702,856,,Fixed Income Investments,67,How are the values of mortgage-backed and certain asset-backed securities typically valued (what method)?,"These securities are valued using the Monte Carlo method, because prepayment fluctuates with interest rates.",EndOfLine
6800,857,,Fixed Income Investments,68,What are the sources of return for investing in a bond?,Three sources of income stemming from investment in a fixed-income security are: NLN1. The coupon payments NLN2. Capital gain (loss) as the value of the security changes NLN3. The income from reinvestment of interim cash flows (principal and interest payments),EndOfLine
6801,858,,Fixed Income Investments,68,What is the current yield of a bond?,Current yield = annual coupon interest / price,EndOfLine
6802,859,,Fixed Income Investments,68,What is bond equivalent yield?,This is two times the effective semiannual yield.,EndOfLine
6805,860,,Fixed Income Investments,68,What is the methodology for computing the theoretical Treasury spot rate curve?,Use the bootstrapping method.,EndOfLine
6806,861,,Fixed Income Investments,68,How do you bootstrap the 2 year spot rate on a Treasury security?,"Using 6 month periods, calculate the semiannual coupon payments using the interpolated annual bond equivalent yield (at par). Remember that linear interpolation is plotting the yield of an interim period on a linear curve between the yield at a higher maturity and one a lower maturity. Next, discount each semiannual coupon payment at the spot rate for each maturity (except for the cash flow at maturity, because that spot rate is the only unknown). If you set the discounted cash flows equal to par value ($100, for example), you can solve for the spot rate at 2 years.",EndOfLine
6807,862,,Fixed Income Investments,68,"What is the difference between the nominal spread, the zero-volatility spread, and the option-adjusted spread?",The nominal spread is the difference between the yield of a non-Treasury bond and a comparable Treasury security.,EndOfLine
6808,863,,Fixed Income Investments,68,What is a forward rate?,"A forward rate is the future yield on a bond with a specified maturity, as determined by a consensus of the market.",EndOfLine
6809,864,Y,Fixed Income Investments,68,How is a forward rate agreement written in shorthand (including the terms of the agreement)?,"There are two ways of writing it. A '1 X 3' notation means an agreement effective 1 period from now and terminating 3 periods from now; by this notation, the underlying rate is the difference, or 2 months LIBOR. NLNAnother way of scribing an FRA and its terms is illustrated below:",EndOfLine
6810,865,Y,Fixed Income Investments,68,How do you compute spot rates from forward rates and vice versa?,The investor should be indifferent to buying a 1 year Treasury bill or buying a 6-month Treasury bill and rolling it over into another 6-month Treasury bill (at the future spot rate).,EndOfLine
6811,866,,Fixed Income Investments,68,What is the difference between the nominal spread and the zero-volatility spread?,The nominal spread is based on one point of the Treasury yield curve. A Z-spread is a spread over the entire Treasury spot rate curve.,EndOfLine
6812,867,,Fixed Income Investments,68,What is the Z-spread?,This is a consistent spread over the entire Treasury spot rate curve that makes the cash flows of a non-Treasury bond equal to its price.,EndOfLine
6813,868,,Fixed Income Investments,68,How do you calculate the yield to maturity of a bond?,YTM is equal to the IRR of the cash flows from the security if it is held to maturity.,EndOfLine
6814,869,,Fixed Income Investments,68,What is the limitation of the yield to maturity measure of a bond's yield?,YTM assumes that all coupon payments can be reinvested at the yield to maturity rate.,EndOfLine
6900,870,,Fixed Income Investments,69,What is the full valuation approach for measuring interest rate risk?,"In this approach, the investor values the position in all likely interest rate change scenarios.",EndOfLine
6901,871,,Fixed Income Investments,69,What is the duration/convexity approach for measuring interest rate risk.,This approach involves combining duration with a convexity adjustment to approximate the price change of a bond in response to changing interest rates.,EndOfLine
6902,872,Y,Fixed Income Investments,69,Demonstrate the price volatility characteristics for an option-free bond when interest rates change.,The price of an option-free bond as a function of the current yield is downward sloping and positively convex.,EndOfLine
6902,873,Y,Fixed Income Investments,69,Demonstrate the price volatility characteristics for callable and prepayable bonds when interest rates change.,"A callable bond exhibits negative convexity below a certain yield, and the difference between the price of the callable bond and the option-free bond is the value of the embedded call.",EndOfLine
6902,874,Y,Fixed Income Investments,69,Demonstrate the price volatility characteristics for a putable bond when interest rates change.,"The putable bond exhibits greater positive convexity above a certain yield, and the difference between the price of the putable bond and the option-free bond is the value of the embedded put option.",EndOfLine
6903,875,Y,Fixed Income Investments,69,How do you calculate modified duration from Macaulay duration?,Where y is the yield to maturity and k is the number of compounding periods per year:,EndOfLine
6904,876,Y,Fixed Income Investments,69,"How do you compute the approximate percentage price change for a bond, given the bond's effective duration and a specified change in yield?",Where delta y is the yield change (in decimal):,EndOfLine
6905,877,,Fixed Income Investments,69,"When a callable bond is in the money, does its price/yield curve exhibit positive or negative convexity?",Negative convexity.,EndOfLine
6906,878,Y,Fixed Income Investments,69,How do you calculate a bond's duration?,"Duration is a term that describes the approximate percentage price change for a 100 basis point change in yield for a bond. Where V is the value of the bond (initially, and with a positive or negative change in interest rates) and delta y is the change in interest rates:",EndOfLine
6907,879,,Fixed Income Investments,69,What is modified duration?,"Modified duration is a measure of duration that assumes that yield changes will not change the expected cash flows, which is a fair assumption when valuing option-free bonds.",EndOfLine
6908,880,,Fixed Income Investments,69,Why is effective duration the most appropriate measure of interest rate risk for bonds with embedded options?,Effective duration accounts for the change in cash flows that may result as a result of a given change in interest rates.,EndOfLine
6911,881,,Fixed Income Investments,69,What is the price value of a basis point? How does it relate to duration?,The price value of a basis point is the absolute value of the change in price of a bond if the yield is changed by 1 basis point.,EndOfLine
6912,882,,Fixed Income Investments,69,Why is it necessary to make a convexity adjustment to price changes determined by the bond's duration?,"When using duration, the price change is assumed to be the same whether interest rates increase or decrease. This makes the change linear, when in fact the price/yield curve is convex (positively, for option-free bonds).",EndOfLine
6913,883,,Fixed Income Investments,69,"If an investor used duration to measure the price change of an option-free bond in response to a large increase in yields, would he have to make a positive or negative convexity adjustment?",The investor would have to make a positive convexity adjustment because the price/yield curve for an option-free bond is positively convex.,EndOfLine
7000,884,,Derivative Investments,70,What is a derivative?,A derivative is a financial instrument whose return is derived from the return an underlying asset.,EndOfLine
7001,885,,Derivative Investments,70,What is an underlying?,The underlying asset of a derivative is typically referred to as just the underlying.,EndOfLine
7002,886,,Derivative Investments,70,What is the spot price for a derivative?,The spot price is the price of the underlying asset at the time of purchase.,EndOfLine
7003,887,,Derivative Investments,70,What is the difference between an exchange-traded and over-the-counter derivative?,"Exchange-traded contacts are primarily futures, while over-the-counter contracts consist of forward contracts and swaps.",EndOfLine
7004,888,,Derivative Investments,70,What is a forward commitment?,"A forward commitment is the sale of goods at a prescribed price, set at contract origination, with delivery and cash settlement to occur at a specified future date.",EndOfLine
7005,889,,Derivative Investments,70,What is a contingent claim?,A contingent claim is a financial instrument whose value depends upon an underlying asset; it is a derivative.,EndOfLine
7006,890,,Derivative Investments,70,Describe forward contracts.,"A forward contract is a forward commitment in which the parties, themselves, determine the contract's terms and conditions, such as time and place of delivery. Each side of this customized contract faces the risk that the other party will default.",EndOfLine
7007,891,,Derivative Investments,70,Describe futures contracts.,A futures contract is a financial instrument in which one party agrees to buy or sell a specified quantity of an underlying asset at a specified price and future date. These contracts are traded on an exchange and marked to market daily.,EndOfLine
7008,892,,Derivative Investments,70,What is the clearinghouse?,The clearinghouse is the entity accountable for performance guarantees in a futures exchange. It is held accountable for the losing side of a contract when the original party defaults. It protects itself by requiring daily settlement of gains and losses.,EndOfLine
7009,893,,Derivative Investments,70,What is daily settlement?,"Daily settlement is the process of marking to market used by clearinghouses. It means that for a given futures contract, any gains and losses are credited and charged to each participant's account daily.",EndOfLine
7010,894,,Derivative Investments,70,Describe options (calls and puts).,"An option is a derivative that enables one party the right, but not the obligation, to buy or sell an underlying asset from a counter party at a set price, called the exercise price, over a specified period of time.",EndOfLine
7011,895,,Derivative Investments,70,What is a swap?,A swap is a derivative in which two parties agree to exchange a series of future cash flows.,EndOfLine
7012,896,,Derivative Investments,70,What is an option's exercise price?,The exercise price is the fixed price at which the underlying asset can be bought or sold up until expiration. It is set at origination.,EndOfLine
7013,897,,Derivative Investments,70,What is the option premium?,An option premium is the price of the option.,EndOfLine
7014,898,,Derivative Investments,70,What is price discovery?,"Price discovery exists in the futures market, which is sufficiently large and geographically disperse to provide valuable information on the price of the underlying assets.",EndOfLine
7015,899,,Derivative Investments,70,What is arbitrage?,"Arbitrage exists when two equivalent positions (or combinations of assets) sell for two different prices. In such circumstances, there is an opportunity to place profitable trades in those positions with no risk and no money liability; these are called arbitrage opportunities.",EndOfLine
7016,900,,Derivative Investments,70,What is the law of one price?,The law of one price surmises that no arbitrage opportunities exist.,EndOfLine
7017,901,,Derivative Investments,70,How does arbitrage affect prices and market efficiency?,"As many investors and institutions engage in arbitrage, prices adjust rapidly to remove all arbitrage opportunities, consequently bringing prices to equilibrium. Thus, the combined activity of arbitrage investors makes the market more efficient.",EndOfLine
7018,902,,Derivative Investments,70,What are some criticisms of the derivatives market?,Derivatives are often criticized for being excessively risky and dangerous to investors that do not fully understand them.,EndOfLine
7019,903,,Derivative Investments,70,What are the purposes of the derivatives market?,The primary purposes of derivatives markets are: NLN1. Price discovery NLN2. Risk management,EndOfLine
7020,904,,Derivative Investments,70,What is cash settlement of a forward contract?,"Cash settlement is when, at the expiration of a forward contract, the long and short positions pay the net cash value of the position.",EndOfLine
7100,905,,Derivative Investments,71,"In a forward contract, who holds the default risk (which position)?","In a forward contract with delivery, each party faces default risk. In a cash settlement, since only the party owing can default, then only the one other party faces default risk.",EndOfLine
7101,906,,Derivative Investments,71,What is the long position in a forward contract?,The long position is obligated to buy the underlying asset at expiration at the forward price and receive delivery.,EndOfLine
7102,907,,Derivative Investments,71,What is the short position in a forward contract?,The short position is obligated to sell the underlying asset at expiration at the forward price and make delivery.,EndOfLine
7103,908,,Derivative Investments,71,How is a forward contract settled at expiration?,"A forward contract is settled by purchase and delivery of the underlying asset at expiration, or through a cash settlement, such that the short position pays the long position the equivalent, current cash value of the underlying asset. NLNNote: Another delivery process is called an exchange for physicals, which means the long and short positions have arranged a different delivery procedure then the one prescribed by the contract.",EndOfLine
7104,909,,Derivative Investments,71,How do termination alternatives prior to expiration of a forward contract affect credit risk?,"Either party can terminate a forward contract by entering into the opposition position of an identical contract either with the same or different counterparty. When entering into the opposite transaction with the same counterparty, both contracts can be canceled or left in place, the latter leaving both parties subject to credit/default risk.",EndOfLine
7105,910,,Derivative Investments,71,What is the difference between a dealer and an end user of a forward contract?,The dealer of a forward contract is any financial institution that makes a market in that derivative. An end user is a party that participates in the contract through a transaction with the dealer.,EndOfLine
7106,911,,Derivative Investments,71,Describe equity forward contracts.,"An equity forward contract is an agreement for one party to purchase a specific quantity of an individual stock, stock portfolio, or stock index at a later date and at a predetermined price.",EndOfLine
7107,912,,Derivative Investments,71,What is the effect of dividends on equity forward contracts?,The dividends are theoretically paid to the short position since they hold the underlying asset and deliver it only at expiration (or early termination).,EndOfLine
7108,913,,Derivative Investments,71,What is LIBOR?,"LIBOR stands for the London Interbank Offer Rate; it is the rate at which London banks lend dollars to one another. It is used as a representative rate of a private, high-quality borrower.",EndOfLine
7109,914,,Derivative Investments,71,What is a Eurodollar time deposit?,"A Eurodollar time deposit is a deposit of dollars made between European banks. It is like a Treasury bill except the interest is paid in addition to face value, whereas a treasury bill just pays face value.",EndOfLine
7110,915,,Derivative Investments,71,What is a forward rate agreement (FRA)?,Forward rate agreements are contracts in which one party (the short position) agrees to make prescribed interest payments to the other party (the long position).,EndOfLine
7111,916,Y,Derivative Investments,71,How do you calculate the payoff of a long position in an FRA?,The payoff to the party going long in an FRA is:,EndOfLine
7112,917,,Derivative Investments,71,What is a currency forward contract?,"In a currency forward contract, the long position agrees to sell a set amount of some currency to the short position, at a specified exchange rate, quantity, and future date.",EndOfLine
7200,918,,Derivative Investments,72,What is the difference between a futures contract and a forward contract?,"A futures contract is like a forward contract except that: NLN1. The contract is public and standardized, and transactions occur in a futures exchange. NLN2. The futures exchange guarantees the contract.",EndOfLine
7201,919,,Derivative Investments,72,What is the difference between margin in the securities markets and margin in the futures markets?,"Margin in the securities market implies a loan taken by the investor in order to buy a leveraged stock position. Margin in the futures market is effectively a down payment, or collateral, towards the final purchase or delivery.",EndOfLine
7202,920,,Derivative Investments,72,What is an initial margin requirement (in the futures market)?,The initial margin requirement is the amount of money an investor must pay for a futures position; usually it is a small portion of the final purchase price.,EndOfLine
7203,921,,Derivative Investments,72,What is the maintenance margin requirement (in the futures market)?,The maintenance margin requirement is balance an investor must maintain against a futures position or else close the position. This balance is always an amount of money smaller than the initial margin. The balance changes due to daily settlement by the futures clearinghouse.,EndOfLine
7204,922,,Derivative Investments,72,What is the variation margin (in the futures market)?,"The variation margin is the amount that must be deposited to bring the account balance in a futures position up to the initial margin. Remember, when a balance falls below the maintenance margin, the investor must pay the variation margin to make the balance equal to the initial margin requirement.",EndOfLine
7205,923,,Derivative Investments,72,What is the settlement price (in the futures market)?,The settlement price is the price of the contract as determined by the clearinghouse in daily settlement; it is the average of the last few trades at the end of the day.,EndOfLine
7206,924,,Derivative Investments,72,What is marking to market?,Marking to market means assigning a price and value to a position held in a financial asset based on the current fair market price for that asset or similar assets.,EndOfLine
7207,925,,Derivative Investments,72,"How do you calculate and interpret the margin balance, given the previous day's balance and the change in the futures price?","The steps in determining the beginning balance for a futures position, each day, is: NLN1. Add funds deposited. NLN2. Determine the change in the futures price at settlement. Multiply this by the number of contracts held in the futures position. NLN3. Add or subtract this gain/loss to your balance to get the ending balance for that day, which is the beginning balance for the next day.",EndOfLine
7208,926,,Derivative Investments,72,What are price limits in the futures market?,Price limits are imposed by certain futures contracts such that the price cannot change more than a certain amount in a given day.,EndOfLine
7209,927,,Derivative Investments,72,Describe a Eurodollar futures contract.,"The Eurodollar futures contracts of the Chicago Mercantile Exchange are based on $1 million notional principle in a 90-day Eurodollar time deposit. This underlying asset should theoretically be transferred to the buyer at expiration. Note the Eurodollar time deposit is a discount instrument, like the US Treasury bill, so it is priced at face value minus a discount representing interest.",EndOfLine
7210,928,,Derivative Investments,72,Describe a Treasury bond futures contract.,"A Treasury bond futures contract is based on $1 million notional principle in a 90-day US Treasury bill, which should theoretically be delivered to the buyer at expiration. Note the US Treasury bill is a discount instrument, so it is priced at face value minus a discount representing interest.",EndOfLine
7211,929,,Derivative Investments,72,Describe a stock index futures contract.,"A stock index futures contract obligates one party (the short) to deliver a sum of money based on the value of stock index (the stock index times some multiplier) at expiration in exchange for another sum of money (also based on the stock index), originally specified in the contract.",EndOfLine
7212,930,,Derivative Investments,72,Describe a currency futures contact.,"A currency futures contract is like a currency forward contract, except that they are typically smaller. In it, the long position agrees to sell a set amount of some currency to the short position, at a specified exchange rate, quantity, and future date.",EndOfLine
7300,931,,Derivative Investments,73,What is the difference between a European option and an American option?,A European option can only be exercised at expiration. An American option can be exercised anytime up until expiration.,EndOfLine
7301,932,,Derivative Investments,73,What is the moneyness of an option?,Moneyness describes the relationship between the exercise price of an option and its underlying asset.,EndOfLine
7302,933,,Derivative Investments,73,What is in-the-money?,"In-the-money, when referring to an option, implies that exercising that option would result in a cash inflow that would exceed the cash outflow. For a call, this would be when the current market price of the underlying exceeds the exercise price. And, a put is in-the-money when the current market price of the underlying is less than the exercise price.",EndOfLine
7303,934,,Derivative Investments,73,What is out-of-the-money?,"Out-of-the-money is when it is not profitable to exercise an option, the cash inflow as a result of exercise is less than the cash outflow (from closing the whole position).",EndOfLine
7304,935,,Derivative Investments,73,What is the difference between exchange-traded options and over-the-counter options?,"Over-the-counter options are completely customizable (their price, exercise price, time to expiration, delivery terms, etc.). There is also default risk facing all parties. Plus, over-the-counter options markets are mostly unregulated. NLNNLNExchange-traded options are not customizable; all terms of the contract are standardized by the exchange, except for the price. There is also a clearinghouse to guarantee the transaction, and the markets are typically regulated by the federal government.",EndOfLine
7305,936,,Derivative Investments,73,What are the types of options (in terms of underlying products)?,"There are three primary types of options: NLN1. Financial options (most important in the CFA curriculum) NLN2. Options on futures NLN3. Commodity options. NLNNLNNote: There can be others. Remember, there can feasibly be an option contract on almost anything.",EndOfLine
7306,937,,Derivative Investments,73,What is the difference between interest rate options and forward rate agreements?,"Forward rate agreements are commitments to make and receive payments, while interest rate options are rights to make and receive payments. Both are based on underlying interest rates.",EndOfLine
7307,938,,Derivative Investments,73,What is an interest rate cap?,"In an interest rate cap, the buyer receives payments at the end of every period in which the interest rate (typically LIBOR) exceeds the agreed strike price (a rate). Thus, if the buyer were actively borrowing at the current rate, his net cash outflow would not exceed the strike price (rate).",EndOfLine
7308,939,,Derivative Investments,73,What is an interest rate floor?,"In an interest rate floor, the buyer receives payments at the end of every period in which the interest rate (typically LIBOR) is below the agreed strike price of the floor. ",EndOfLine
7309,940,,Derivative Investments,73,What is an interest rate collar?,"An interest rate collar is a security which combines the purchase of a cap and the sale of a floor such that the investor is insulated against the risk of a significant rise in a floating rate, but at the same time his benefits are limited if the floating rate were to fall substantially.",EndOfLine
7310,941,Y,Derivative Investments,73,How do you compute a call option payoff?,The value of a call option is the greater of zero (if it's out-of-the-money) or the difference between the price of the underlying and the exercise price:,EndOfLine
7311,942,Y,Derivative Investments,73,How do you compute a put option payoff?,The value of a put option is the greater of zero (if it's out-of-the-money) or the difference between the exercise price and the price of the underlying:,EndOfLine
7312,943,,Derivative Investments,73,What is an option's intrinsic value?,The intrinsic value of an option is its payoff in current market conditions (not necessarily at expiration).,EndOfLine
7313,944,,Derivative Investments,73,How do interest rate option payoffs differ from the payoffs of other types of options?,The payoff on  interest rate call is the difference between a known interest rate payment and an unknown interest rate payment (based on current rates).,EndOfLine
7314,945,,Derivative Investments,73,What is the relationship between intrinsic value and time value in regards to options pricing?,This distinction only applies to American options. The intrinsic value is the immediate payoff when exercised. The time value is the remainder of the option price not accounted for by the intrinsic value. The time value is the interest that can be earned on proceeds in the time between exercise and expiration.,EndOfLine
7315,946,,Derivative Investments,73,How do you calculate the lower bound of a European put?,The lower bound of a European option is the greater of zero or the present value of the exercise price minus the price of the underlying.,EndOfLine
7316,947,,Derivative Investments,73,How do you calculate the lower bound of a European call?,The lower bound of a European call is the greater of zero or the price of the underlying minus the present value of the exercise price.,EndOfLine
7317,948,,Derivative Investments,73,What is the lower bound of an American call option?,The lower bound of an American call option is the same as that for a European call; it is the greater of zero or the present value of the exercise price minus the price of the underlying.,EndOfLine
7318,949,,Derivative Investments,73,What is the lower bound of an American put option?,The lower bound of an American put option is the greater of zero or its positive payoff (the exercise price minus the price of the underlying).,EndOfLine
7319,950,,Derivative Investments,73,How are option prices affected by the exercise price?,Call options with lower exercise prices are more expensive than those with higher exercise prices. NLNPut options with lower exercise prices are less expensive than those with higher exercise prices.,EndOfLine
7320,951,,Derivative Investments,73,How are option prices affected by the time to expiration?,"Longer-term call options, both American and European, are worth as much or more than similar, shorter-term call options. NLNFor European puts, the price of a longer-term option can be worth more or less than the shorter-term put, depending on the volatility of the underlying asset. NLNLonger-term American puts are worth as much or more than shorter-term puts.",EndOfLine
7321,952,Y,Derivative Investments,73,What is put-call parity for options?,Put-call parity is:,EndOfLine
7322,953,,Derivative Investments,73,What is a synthetic option?,A synthetic option is one created out of all the other assets in the put-call parity equation in order to create an equivalent financial position.,EndOfLine
